3,0.401300,1.000000
4,0.203000,0.598700
5,0.110300,0.395700
6,0.071100,0.285400
7,0.047100,0.214300
8,0.034000,0.167200
9,0.023500,0.133200
10,0.017800,0.109700
11,0.014900,0.091900
12,0.010400,0.077000
13,0.009300,0.066600
14,0.006700,0.057300
15,0.005300,0.050600
16,0.006600,0.045300
17,0.004000,0.038700
18,0.003300,0.034700
19,0.002900,0.031400
20,0.001800,0.028500
21,0.002700,0.026700
22,0.001600,0.024000
23,0.001700,0.022400
24,0.001800,0.020700
25,0.001300,0.018900
26,0.000800,0.017600
27,0.001300,0.016800
28,0.001300,0.015500
29,0.001000,0.014200
30,0.000900,0.013200
31,0.000800,0.012300
32,0.000400,0.011500
33,0.000500,0.011100
34,0.000400,0.010600
35,0.000300,0.010200
36,0.000800,0.009900
37,0.000400,0.009100
38,0.000100,0.008700
39,0.000400,0.008600
40,0.000500,0.008200
41,0.000200,0.007700
42,0.000500,0.007500
43,0.000400,0.007000
44,0.000300,0.006600
45,0.000200,0.006300
46,0.000200,0.006100
47,0.000400,0.005900
49,0.000400,0.005500
50,0.000400,0.005100
51,0.000300,0.004700
52,0.000300,0.004400
54,0.000200,0.004100
56,0.000100,0.003900
58,0.000200,0.003800
59,0.000100,0.003600
60,0.000100,0.003500
61,0.000200,0.003400
62,0.000200,0.003200
63,0.000100,0.003000
65,0.000100,0.002900
68,0.000100,0.002800
69,0.000100,0.002700
71,0.000200,0.002600
72,0.000100,0.002400
75,0.000100,0.002300
80,0.000100,0.002200
82,0.000100,0.002100
83,0.000100,0.002000
84,0.000100,0.001900
89,0.000100,0.001800
94,0.000100,0.001700
101,0.000100,0.001600
107,0.000100,0.001500
108,0.000100,0.001400
117,0.000100,0.001300
124,0.000100,0.001200
138,0.000100,0.001100
144,0.000100,0.001000
145,0.000100,0.000900
162,0.000100,0.000800
165,0.000100,0.000700
178,0.000100,0.000600
190,0.000100,0.000500
193,0.000100,0.000400
194,0.000100,0.000300
199,0.000100,0.000200
257,0.000100,0.000100
